Test ID,Test name,Test type,Test param 1,Test param 2,Test param 3,Time [s],Trace 1,Trace 2,Trace 3,Trace 4,Trace 5,Trace 6,Trace 7,Trace 8,Trace 9,Trace 10,Metric 1,Metric 2,Metric 3,Metric 4,Metric 5,Metric 6
95168fc9-533d-419b-8684-36c6679f6b92,Test 15,Type 1,Param 1.2,Param 2.1,Param 3.2,9,1,0.36,0.34,1,0.39,1,0.95,0.06,0.3,0.27,,,,,,
95168fc9-533d-419b-8684-36c6679f6b92,Test 15,Type 1,Param 1.2,Param 2.1,Param 3.2,10,0.28,0.74,1,0.56,1,0.2,0.02,0.17,0.37,0.29,,,,,,
ee0c24ee-819a-47c5-a738-d662318b10d6,Test 16,Type 1,Param 1.2,Param 2.1,Param 3.2,1,1,1,0.8,1,1,0.89,0,1,0,0.95,77.51,286.25,5.63,8.09,6.9,1.33
ee0c24ee-819a-47c5-a738-d662318b10d6,Test 16,Type 1,Param 1.2,Param 2.1,Param 3.2,2,0.57,0.57,0.77,0.58,0.65,0.64,1,0.07,0.88,0.99,,,,,,
ee0c24ee-819a-47c5-a738-d662318b10d6,Test 16,Type 1,Param 1.2,Param 2.1,Param 3.2,3,0.31,0.45,0.49,0.13,0.53,0.47,0.77,0.05,0.91,0,,,,,,
ee0c24ee-819a-47c5-a738-d662318b10d6,Test 16,Type 1,Param 1.2,Param 2.1,Param 3.2,4,0.43,0.46,0.5,0.81,0.55,0.47,0.08,0.06,1,0.99,,,,,,
ee0c24ee-819a-47c5-a738-d662318b10d6,Test 16,Type 1,Param 1.2,Param 2.1,Param 3.2,5,0.39,0.45,0.48,0.34,0.38,0.53,0.15,0.03,0.9,0.99,,,,,,
ee0c24ee-819a-47c5-a738-d662318b10d6,Test 16,Type 1,Param 1.2,Param 2.1,Param 3.2,6,0.82,0.95,0.56,0.52,0.67,0.8,0.77,0,0.85,1,,,,,,
ee0c24ee-819a-47c5-a738-d662318b10d6,Test 16,Type 1,Param 1.2,Param 2.1,Param 3.2,7,0.26,0,0.78,0.5,0.81,0.51,0.85,0.07,0.98,0.98,,,,,,
ee0c24ee-819a-47c5-a738-d662318b10d6,Test 16,Type 1,Param 1.2,Param 2.1,Param 3.2,8,0.99,0.97,1,0.52,0.89,1,0.54,0.08,0.98,0.99,,,,,,
ee0c24ee-819a-47c5-a738-d662318b10d6,Test 16,Type 1,Param 1.2,Param 2.1,Param 3.2,9,0.07,0.45,0.27,0,0.23,0.22,0.46,0.03,0.95,0.99,,,,,,
ee0c24ee-819a-47c5-a738-d662318b10d6,Test 16,Type 1,Param 1.2,Param 2.1,Param 3.2,10,0,0.48,0,0.59,0,0,0,0.04,0.93,0.99,,,,,,
47872048-e603-4261-a1dd-73edf808ecf1,Test 17,Type 5,Param 1.2,Param 2.1,Param 3.2,1,0.79,1,1,0,1,0.22,0,1,0,0.78,41.06,863.82,2.17,2.54,7.51,4.45
47872048-e603-4261-a1dd-73edf808ecf1,Test 17,Type 5,Param 1.2,Param 2.1,Param 3.2,2,0.88,0.51,0.69,0.08,0.41,0.8,0.77,0.02,0.51,0,,,,,,
47872048-e603-4261-a1dd-73edf808ecf1,Test 17,Type 5,Param 1.2,Param 2.1,Param 3.2,3,0.79,0.03,0.17,0.87,0.13,1,0.15,0.13,0.9,0.78,,,,,,
47872048-e603-4261-a1dd-73edf808ecf1,Test 17,Type 5,Param 1.2,Param 2.1,Param 3.2,4,1,0.97,0.23,0.45,0.1,0.52,0.23,0,0.52,0.24,,,,,,
47872048-e603-4261-a1dd-73edf808ecf1,Test 17,Type 5,Param 1.2,Param 2.1,Param 3.2,5,0,0.03,0.49,0.09,0.48,0.25,0.08,0.2,1,0.03,,,,,,
47872048-e603-4261-a1dd-73edf808ecf1,Test 17,Type 5,Param 1.2,Param 2.1,Param 3.2,6,0.78,0.53,0,0.41,0,0.68,1,0.05,0.66,0.19,,,,,,
47872048-e603-4261-a1dd-73edf808ecf1,Test 17,Type 5,Param 1.2,Param 2.1,Param 3.2,7,0.33,0.52,0.38,1,0.3,0,0.15,0.01,0.53,0.19,,,,,,
47872048-e603-4261-a1dd-73edf808ecf1,Test 17,Type 5,Param 1.2,Param 2.1,Param 3.2,8,0.59,0.04,0.48,0.32,0.46,0.85,0.54,0.06,0.78,1,,,,,,
47872048-e603-4261-a1dd-73edf808ecf1,Test 17,Type 5,Param 1.2,Param 2.1,Param 3.2,9,0.62,0,0.44,0.34,0.2,0.95,0,0.1,0.82,0.22,,,,,,
47872048-e603-4261-a1dd-73edf808ecf1,Test 17,Type 5,Param 1.2,Param 2.1,Param 3.2,10,0.8,0.94,0.88,0.06,0.74,0.31,0.15,0.06,0.69,0.25,,,,,,
daec1663-3594-4298-bda7-aaf1b2dabb1e,Test 18,Type 1,Param 1.2,Param 2.1,Param 3.2,1,0.87,1,0.33,0,0.34,0.7,0.92,1,0,0.25,57.68,865.9,3.9,2.77,6.55,2.6
daec1663-3594-4298-bda7-aaf1b2dabb1e,Test 18,Type 1,Param 1.2,Param 2.1,Param 3.2,2,0.54,0.46,0.52,0.2,0.5,0.54,0.82,0,0.79,0.91,,,,,,
daec1663-3594-4298-bda7-aaf1b2dabb1e,Test 18,Type 1,Param 1.2,Param 2.1,Param 3.2,3,0.6,0,0.94,0.6,0.94,0.63,0.86,0.02,0.87,0,,,,,,
daec1663-3594-4298-bda7-aaf1b2dabb1e,Test 18,Type 1,Param 1.2,Param 2.1,Param 3.2,4,0.79,0.46,1,1,1,0.57,0.96,0.09,1,0.98,,,,,,
daec1663-3594-4298-bda7-aaf1b2dabb1e,Test 18,Type 1,Param 1.2,Param 2.1,Param 3.2,5,0.55,0.47,0.14,0.75,0.22,0.53,0.93,0.08,0.99,0.6,,,,,,
daec1663-3594-4298-bda7-aaf1b2dabb1e,Test 18,Type 1,Param 1.2,Param 2.1,Param 3.2,6,0.51,0.01,0.09,0,0.12,0.77,0.95,0.05,0.98,1,,,,,,
daec1663-3594-4298-bda7-aaf1b2dabb1e,Test 18,Type 1,Param 1.2,Param 2.1,Param 3.2,7,1,0.46,0.25,0.14,0.25,1,0.96,0.06,0.95,0.85,,,,,,
daec1663-3594-4298-bda7-aaf1b2dabb1e,Test 18,Type 1,Param 1.2,Param 2.1,Param 3.2,8,0.86,0.49,0,0.14,0,0.91,0.96,0.01,0.87,0.92,,,,,,
daec1663-3594-4298-bda7-aaf1b2dabb1e,Test 18,Type 1,Param 1.2,Param 2.1,Param 3.2,9,0.9,0.02,0.68,0.11,0.64,1,1,0,0.8,0.17,,,,,,
daec1663-3594-4298-bda7-aaf1b2dabb1e,Test 18,Type 1,Param 1.2,Param 2.1,Param 3.2,10,0,0.47,0.5,0.72,0.54,0,0,0.02,0.85,0.88,,,,,,
e6187fda-b107-40fe-b2c5-393aaff5c4a9,Test 19,Type 1,Param 1.2,Param 2.1,Param 3.2,1,0.97,0.55,0.28,1,0.27,0.97,0.99,1,0.93,0.95,53.61,17.04,3.75,7.24,2,4.53
e6187fda-b107-40fe-b2c5-393aaff5c4a9,Test 19,Type 1,Param 1.2,Param 2.1,Param 3.2,2,0.98,0.48,0.07,0.96,0.1,0.98,0.98,0.58,1,0.99,,,,,,
e6187fda-b107-40fe-b2c5-393aaff5c4a9,Test 19,Type 1,Param 1.2,Param 2.1,Param 3.2,3,0.97,0.51,0.61,0.92,0.68,0.97,0.97,0.57,0.96,0.99,,,,,,
e6187fda-b107-40fe-b2c5-393aaff5c4a9,Test 19,Type 1,Param 1.2,Param 2.1,Param 3.2,4,0.96,0.53,1,0.93,1,0.95,0.97,0.56,0.96,1,,,,,,
e6187fda-b107-40fe-b2c5-393aaff5c4a9,Test 19,Type 1,Param 1.2,Param 2.1,Param 3.2,5,0.95,0,0.19,0.86,0.2,0.96,0.97,0.57,0.94,0,,,,,,
e6187fda-b107-40fe-b2c5-393aaff5c4a9,Test 19,Type 1,Param 1.2,Param 2.1,Param 3.2,6,0.98,0.02,0.12,0.95,0.2,0.98,0.95,0.56,0.94,0.98,,,,,,
e6187fda-b107-40fe-b2c5-393aaff5c4a9,Test 19,Type 1,Param 1.2,Param 2.1,Param 3.2,7,0.99,1,0.03,0.94,0,0.98,0.98,0.57,0.95,0.99,,,,,,
e6187fda-b107-40fe-b2c5-393aaff5c4a9,Test 19,Type 1,Param 1.2,Param 2.1,Param 3.2,8,1,0.56,0.3,0.93,0.41,1,1,0.55,0.95,0.99,,,,,,
e6187fda-b107-40fe-b2c5-393aaff5c4a9,Test 19,Type 1,Param 1.2,Param 2.1,Param 3.2,9,0.51,0.1,0.02,0.53,0.06,0.51,0.12,0.53,0.95,1,,,,,,
e6187fda-b107-40fe-b2c5-393aaff5c4a9,Test 19,Type 1,Param 1.2,Param 2.1,Param 3.2,10,0,0.5,0,0,0.02,0,0,0,0,0.94,,,,,,
faf107e4-70ca-4958-8f4f-90664275297f,Test 20,Type 8,Param 1.1,Param 2.2,Param 3.3,1,0.15,0.96,0.16,0.3,0.2,0.42,0,0.06,1,0.99,37.45,964.35,5.33,5.37,6.98,4.23
faf107e4-70ca-4958-8f4f-90664275297f,Test 20,Type 8,Param 1.1,Param 2.2,Param 3.3,2,0.01,1,0,0.35,0,0.41,0.98,0.03,0.9,0.99,,,,,,
faf107e4-70ca-4958-8f4f-90664275297f,Test 20,Type 8,Param 1.1,Param 2.2,Param 3.3,3,0.05,1,0.04,0.32,0.01,0.43,0.99,0,0.85,1,,,,,,
faf107e4-70ca-4958-8f4f-90664275297f,Test 20,Type 8,Param 1.1,Param 2.2,Param 3.3,4,0.32,0.92,0.35,0.33,0.36,0.44,0.99,0.07,0.98,0.98,,,,,,
faf107e4-70ca-4958-8f4f-90664275297f,Test 20,Type 8,Param 1.1,Param 2.2,Param 3.3,5,1,0.84,1,1,0.81,1,0.97,0.08,0.98,0.99,,,,,,
faf107e4-70ca-4958-8f4f-90664275297f,Test 20,Type 8,Param 1.1,Param 2.2,Param 3.3,6,0.93,0.79,0.94,0.93,1,0.97,0.99,0.03,0.95,0.99,,,,,,
faf107e4-70ca-4958-8f4f-90664275297f,Test 20,Type 8,Param 1.1,Param 2.2,Param 3.3,7,0.76,0.28,0.86,0.69,0.83,0.79,0.99,0.04,0.93,0.99,,,,,,
faf107e4-70ca-4958-8f4f-90664275297f,Test 20,Type 8,Param 1.1,Param 2.2,Param 3.3,8,0.75,0,0.84,0.99,0.64,0.98,0.98,1,0,0.78,,,,,,
faf107e4-70ca-4958-8f4f-90664275297f,Test 20,Type 8,Param 1.1,Param 2.2,Param 3.3,9,0.12,0.02,0.28,0.16,0.1,0.24,0,0.02,0.51,0,,,,,,
faf107e4-70ca-4958-8f4f-90664275297f,Test 20,Type 8,Param 1.1,Param 2.2,Param 3.3,10,0,0.02,0.18,0,0.04,0,1,0.13,0.9,0.78,,,,,,
9a9f1b93-d43f-4e5e-89c2-14684c2198bd,Test 21,Type 9,Param 1.1,Param 2.2,Param 3.3,1,0.31,1,0.33,0.31,0.12,0.3,0.96,0,0.52,0.24,33.01,978.55,8.17,2.78,5.28,8.98
9a9f1b93-d43f-4e5e-89c2-14684c2198bd,Test 21,Type 9,Param 1.1,Param 2.2,Param 3.3,2,0.06,0.91,0.07,0.25,0.07,0.33,0.98,0.2,1,0.03,,,,,,
9a9f1b93-d43f-4e5e-89c2-14684c2198bd,Test 21,Type 9,Param 1.1,Param 2.2,Param 3.3,3,0.06,0.92,0.04,0.37,0.09,0.47,0.94,0.05,0.66,0.19,,,,,,
9a9f1b93-d43f-4e5e-89c2-14684c2198bd,Test 21,Type 9,Param 1.1,Param 2.2,Param 3.3,4,0,0.92,0,0.23,0,0.31,0.96,0.03,0.04,0,,,,,,
9a9f1b93-d43f-4e5e-89c2-14684c2198bd,Test 21,Type 9,Param 1.1,Param 2.2,Param 3.3,5,0.51,0.91,0.54,0.41,0.3,0.48,0.95,0.05,0.19,0.64,,,,,,
9a9f1b93-d43f-4e5e-89c2-14684c2198bd,Test 21,Type 9,Param 1.1,Param 2.2,Param 3.3,6,1,0.86,1,1,1,1,0.96,0.07,0.26,0.6,,,,,,
9a9f1b93-d43f-4e5e-89c2-14684c2198bd,Test 21,Type 9,Param 1.1,Param 2.2,Param 3.3,7,0.85,0.93,0.84,0.9,0.92,0.94,0.94,1,1,1,,,,,,
9a9f1b93-d43f-4e5e-89c2-14684c2198bd,Test 21,Type 9,Param 1.1,Param 2.2,Param 3.3,8,0.75,0.42,0.82,0.79,0.73,0.8,0.91,0.11,0.41,0.79,,,,,,
9a9f1b93-d43f-4e5e-89c2-14684c2198bd,Test 21,Type 9,Param 1.1,Param 2.2,Param 3.3,9,0.74,0.2,0.83,0.82,0.74,0.81,0,0.05,0.14,0.01,,,,,,
9a9f1b93-d43f-4e5e-89c2-14684c2198bd,Test 21,Type 9,Param 1.1,Param 2.2,Param 3.3,10,0.18,0,0.36,0,0.11,0,1,0.02,0.03,0.56,,,,,,
f671567f-fbae-4843-950f-14ecf6af4975,Test 22,Type 10,Param 1.1,Param 2.2,Param 3.3,1,0.53,0,0.53,0.52,0.19,0.65,0.9,0,0,0.58,61.28,150.71,6.5,2.73,8.66,9.25
f671567f-fbae-4843-950f-14ecf6af4975,Test 22,Type 10,Param 1.1,Param 2.2,Param 3.3,2,0.57,0.21,0.54,0.65,0.33,0.77,0.76,0.04,0.16,0.68,,,,,,
f671567f-fbae-4843-950f-14ecf6af4975,Test 22,Type 10,Param 1.1,Param 2.2,Param 3.3,3,0.67,0.39,0.66,0.65,0.62,0.76,1,0.07,0.23,0,,,,,,
f671567f-fbae-4843-950f-14ecf6af4975,Test 22,Type 10,Param 1.1,Param 2.2,Param 3.3,4,1,0.65,1,0.93,0.74,0.97,1,0.02,0.06,0.58,,,,,,
f671567f-fbae-4843-950f-14ecf6af4975,Test 22,Type 10,Param 1.1,Param 2.2,Param 3.3,5,0.94,1,0.9,0.99,0.85,1,1,0.02,0.05,0.69,,,,,,
f671567f-fbae-4843-950f-14ecf6af4975,Test 22,Type 10,Param 1.1,Param 2.2,Param 3.3,6,0.94,0.26,0.96,0.8,0.92,0.9,1,0.05,0.17,0.2,,,,,,
f671567f-fbae-4843-950f-14ecf6af4975,Test 22,Type 10,Param 1.1,Param 2.2,Param 3.3,7,0.94,0.16,0.94,1,1,0.99,1,0,0,0.17,,,,,,
f671567f-fbae-4843-950f-14ecf6af4975,Test 22,Type 10,Param 1.1,Param 2.2,Param 3.3,8,0.52,0.08,0.53,0.46,0.28,0.57,1,0.02,0.09,0.31,,,,,,
f671567f-fbae-4843-950f-14ecf6af4975,Test 22,Type 10,Param 1.1,Param 2.2,Param 3.3,9,0.51,0.36,0.53,0.36,0.17,0.47,1,0.15,0.69,0.79,,,,,,
f671567f-fbae-4843-950f-14ecf6af4975,Test 22,Type 10,Param 1.1,Param 2.2,Param 3.3,10,0,0.02,0,0,0,0,0,0.04,0.17,0.09,,,,,,
092a040c-ff60-4e91-adb3-be7111964bda,Test 23,Type 9,Param 1.1,Param 2.2,Param 3.3,1,0.54,0.6,0.52,0.58,0.19,0.67,1,0.03,0.09,0.39,34.21,668.41,4.58,4.41,8.26,6.05
092a040c-ff60-4e91-adb3-be7111964bda,Test 23,Type 9,Param 1.1,Param 2.2,Param 3.3,2,0.66,0.1,0.65,0.69,0.2,0.8,1,0.93,0.67,0.6,,,,,,
092a040c-ff60-4e91-adb3-be7111964bda,Test 23,Type 9,Param 1.1,Param 2.2,Param 3.3,3,0.77,0.79,0.76,0.75,0.81,0.82,1,0.52,0.52,0.5,,,,,,
092a040c-ff60-4e91-adb3-be7111964bda,Test 23,Type 9,Param 1.1,Param 2.2,Param 3.3,4,1,0.68,1,0.99,0.84,0.99,1,0.42,0.42,0.41,,,,,,
092a040c-ff60-4e91-adb3-be7111964bda,Test 23,Type 9,Param 1.1,Param 2.2,Param 3.3,5,0.96,1,0.94,1,0.83,0.98,0.99,0.56,0.57,0.52,,,,,,
092a040c-ff60-4e91-adb3-be7111964bda,Test 23,Type 9,Param 1.1,Param 2.2,Param 3.3,6,0.98,0.53,0.98,0.93,1,0.96,0.99,1,1,1,,,,,,
092a040c-ff60-4e91-adb3-be7111964bda,Test 23,Type 9,Param 1.1,Param 2.2,Param 3.3,7,0.94,0.6,0.92,1,0.95,1,1,0.57,0.59,0.59,,,,,,
092a040c-ff60-4e91-adb3-be7111964bda,Test 23,Type 9,Param 1.1,Param 2.2,Param 3.3,8,0.42,0.23,0.42,0.39,0.28,0.47,0.17,0.5,0.5,0.49,,,,,,
092a040c-ff60-4e91-adb3-be7111964bda,Test 23,Type 9,Param 1.1,Param 2.2,Param 3.3,9,0.42,0,0.42,0.39,0.23,0.47,0,0.4,0.43,0.43,,,,,,
092a040c-ff60-4e91-adb3-be7111964bda,Test 23,Type 9,Param 1.1,Param 2.2,Param 3.3,10,0,0.06,0,0,0,0,0.38,0.36,0.38,0.27,,,,,,
8d802d9f-5a8a-42de-a5a0-de0ddfa1acda,Test 24,Type 10,Param 1.1,Param 2.2,Param 3.3,1,0.12,0,0.09,0.21,0.02,0.36,0.67,0,0,0,60.49,910.39,6.7,7.44,3.25,6.84
8d802d9f-5a8a-42de-a5a0-de0ddfa1acda,Test 24,Type 10,Param 1.1,Param 2.2,Param 3.3,2,0.3,0.1,0.27,0.41,0,0.53,1,1,0.73,1,,,,,,
8d802d9f-5a8a-42de-a5a0-de0ddfa1acda,Test 24,Type 10,Param 1.1,Param 2.2,Param 3.3,3,0.44,0.16,0.44,0.39,0.41,0.49,0.33,0.29,0.39,0.42,,,,,,
8d802d9f-5a8a-42de-a5a0-de0ddfa1acda,Test 24,Type 10,Param 1.1,Param 2.2,Param 3.3,4,0.98,0.21,0.99,0.93,0.77,0.94,0.67,0.17,0.29,0.22,,,,,,
8d802d9f-5a8a-42de-a5a0-de0ddfa1acda,Test 24,Type 10,Param 1.1,Param 2.2,Param 3.3,5,0.93,0.96,0.83,0.95,0.65,0.98,1,0.09,0.18,0.09,,,,,,
8d802d9f-5a8a-42de-a5a0-de0ddfa1acda,Test 24,Type 10,Param 1.1,Param 2.2,Param 3.3,6,1,0.75,0.97,0.77,0.91,0.84,0.33,0.53,0.67,0.62,,,,,,
8d802d9f-5a8a-42de-a5a0-de0ddfa1acda,Test 24,Type 10,Param 1.1,Param 2.2,Param 3.3,7,0.98,0.03,1,1,1,1,0.67,0.84,1,0.84,,,,,,
8d802d9f-5a8a-42de-a5a0-de0ddfa1acda,Test 24,Type 10,Param 1.1,Param 2.2,Param 3.3,8,0,0.06,0,0,0.26,0,0,0.2,0.3,0.44,,,,,,
8d802d9f-5a8a-42de-a5a0-de0ddfa1acda,Test 24,Type 10,Param 1.1,Param 2.2,Param 3.3,9,0.18,1,0.1,0.01,0.18,0.03,0.67,0.18,0.24,0.12,,,,,,
8d802d9f-5a8a-42de-a5a0-de0ddfa1acda,Test 24,Type 10,Param 1.1,Param 2.2,Param 3.3,10,0.15,0.2,0.13,0.12,0.05,0.25,0.33,0.05,0.16,0,,,,,,
ae80a08c-807d-4b14-ad21-93fa9c6a2157,Test 25,Type 9,Param 1.1,Param 2.2,Param 3.3,1,0.05,0.97,0.07,0.24,0,0.38,1,0.01,0.7,0.43,8.63,132.19,9.54,8.16,7.95,1.12
ae80a08c-807d-4b14-ad21-93fa9c6a2157,Test 25,Type 9,Param 1.1,Param 2.2,Param 3.3,2,0.08,0.99,0.1,0.26,0.09,0.35,1,0.03,1,0.48,,,,,,
ae80a08c-807d-4b14-ad21-93fa9c6a2157,Test 25,Type 9,Param 1.1,Param 2.2,Param 3.3,3,0,1,0,0.28,0.06,0.47,1,0.02,0.87,0.37,,,,,,
ae80a08c-807d-4b14-ad21-93fa9c6a2157,Test 25,Type 9,Param 1.1,Param 2.2,Param 3.3,4,0.19,0.95,0.2,0.34,0.3,0.49,0.67,0.01,0.81,0,,,,,,
ae80a08c-807d-4b14-ad21-93fa9c6a2157,Test 25,Type 9,Param 1.1,Param 2.2,Param 3.3,5,1,0.72,1,0.88,0.83,0.95,0.67,0,0.65,0.27,,,,,,
ae80a08c-807d-4b14-ad21-93fa9c6a2157,Test 25,Type 9,Param 1.1,Param 2.2,Param 3.3,6,0.97,0.62,0.97,1,1,1,0,0.16,0.9,0.29,,,,,,
ae80a08c-807d-4b14-ad21-93fa9c6a2157,Test 25,Type 9,Param 1.1,Param 2.2,Param 3.3,7,0.76,0.63,0.77,0.76,0.75,0.89,0.33,1,1,1,,,,,,
ae80a08c-807d-4b14-ad21-93fa9c6a2157,Test 25,Type 9,Param 1.1,Param 2.2,Param 3.3,8,0.79,0,0.89,0.88,0.81,0.87,0.67,0.12,0.28,0.46,,,,,,
ae80a08c-807d-4b14-ad21-93fa9c6a2157,Test 25,Type 9,Param 1.1,Param 2.2,Param 3.3,9,0.15,0.03,0.33,0.12,0.14,0.2,1,0.1,0.24,0.41,,,,,,
ae80a08c-807d-4b14-ad21-93fa9c6a2157,Test 25,Type 9,Param 1.1,Param 2.2,Param 3.3,10,0,0.05,0.21,0,0.04,0,1,0.14,0.2,0.26,,,,,,
ed6946ce-5009-4a4d-a2cf-6ab162e39dd0,Test 26,Type 9,Param 1.1,Param 2.2,Param 3.3,1,0.62,0.07,0.61,0.61,0.24,0.74,1,0.02,0.06,0.28,80.64,427.73,7.22,4.28,5.47,2.78
ed6946ce-5009-4a4d-a2cf-6ab162e39dd0,Test 26,Type 9,Param 1.1,Param 2.2,Param 3.3,2,0.65,0.34,0.63,0.67,0.32,0.77,1,0.11,0.14,0.24,,,,,,
ed6946ce-5009-4a4d-a2cf-6ab162e39dd0,Test 26,Type 9,Param 1.1,Param 2.2,Param 3.3,3,0.75,0.64,0.74,0.73,0.71,0.82,1,0.01,0.01,0,,,,,,
ed6946ce-5009-4a4d-a2cf-6ab162e39dd0,Test 26,Type 9,Param 1.1,Param 2.2,Param 3.3,4,1,0.93,1,0.92,1,0.95,1,0.06,0.14,0.31,,,,,,
ed6946ce-5009-4a4d-a2cf-6ab162e39dd0,Test 26,Type 9,Param 1.1,Param 2.2,Param 3.3,5,0.97,1,0.95,1,0.91,1,1,0.13,0.18,0.34,,,,,,
ed6946ce-5009-4a4d-a2cf-6ab162e39dd0,Test 26,Type 9,Param 1.1,Param 2.2,Param 3.3,6,0.78,0.67,0.79,0.69,0.23,0.79,0.99,0,0,0.24,,,,,,
ed6946ce-5009-4a4d-a2cf-6ab162e39dd0,Test 26,Type 9,Param 1.1,Param 2.2,Param 3.3,7,0.67,0.41,0.66,0.65,0.14,0.74,0,1,1,1,,,,,,
ed6946ce-5009-4a4d-a2cf-6ab162e39dd0,Test 26,Type 9,Param 1.1,Param 2.2,Param 3.3,8,0,0,0,0,0.02,0,0.69,0.3,0.45,0.44,,,,,,
ed6946ce-5009-4a4d-a2cf-6ab162e39dd0,Test 26,Type 9,Param 1.1,Param 2.2,Param 3.3,9,0.14,0.35,0.13,0.14,0,0.17,0.75,0.02,0.04,0.21,,,,,,
ed6946ce-5009-4a4d-a2cf-6ab162e39dd0,Test 26,Type 9,Param 1.1,Param 2.2,Param 3.3,10,0.14,0.21,0.13,0.14,0,0.19,0.01,0.1,0.44,0.92,,,,,,
b873f099-42c4-428c-b1b3-7fae558ff144,Test 27,Type 10,Param 1.1,Param 2.2,Param 3.3,1,0.25,1,0.25,0.24,0.09,0.24,1,0.09,0.38,0.94,14.02,478.87,7.52,9,1.09,7.46
b873f099-42c4-428c-b1b3-7fae558ff144,Test 27,Type 10,Param 1.1,Param 2.2,Param 3.3,2,0,0.89,0.02,0.05,0,0.06,1,1,0,1,,,,,,
b873f099-42c4-428c-b1b3-7fae558ff144,Test 27,Type 10,Param 1.1,Param 2.2,Param 3.3,3,0.01,0.91,0,0.19,0.11,0.26,0.99,0.01,0.36,0,,,,,,
b873f099-42c4-428c-b1b3-7fae558ff144,Test 27,Type 10,Param 1.1,Param 2.2,Param 3.3,4,0.09,0.91,0.09,0.18,0.23,0.23,0.99,0.01,0.63,0.82,,,,,,
b873f099-42c4-428c-b1b3-7fae558ff144,Test 27,Type 10,Param 1.1,Param 2.2,Param 3.3,5,0.85,0.78,0.85,0.69,0.71,0.78,0.98,0,0.58,0.82,,,,,,
b873f099-42c4-428c-b1b3-7fae558ff144,Test 27,Type 10,Param 1.1,Param 2.2,Param 3.3,6,1,0.74,1,0.78,1,0.9,0.99,0.19,0.89,0.65,,,,,,
b873f099-42c4-428c-b1b3-7fae558ff144,Test 27,Type 10,Param 1.1,Param 2.2,Param 3.3,7,0.64,0.87,0.59,0.83,0.72,0.91,1,0.02,0.45,0.75,,,,,,
b873f099-42c4-428c-b1b3-7fae558ff144,Test 27,Type 10,Param 1.1,Param 2.2,Param 3.3,8,0.74,0.57,0.72,1,0.66,1,0.99,0.19,0.82,0.64,,,,,,
b873f099-42c4-428c-b1b3-7fae558ff144,Test 27,Type 10,Param 1.1,Param 2.2,Param 3.3,9,0.23,0.03,0.35,0.15,0.36,0.21,0,0.2,1,0.7,,,,,,
b873f099-42c4-428c-b1b3-7fae558ff144,Test 27,Type 10,Param 1.1,Param 2.2,Param 3.3,10,0.14,0,0.28,0,0.07,0,1,0.01,0.3,0.7,,,,,,
0bb5c926-bd78-457d-98fd-8d8b186ee748,Test 28,Type 9,Param 1.1,Param 2.2,Param 3.3,1,0.29,0.01,0.28,0.37,0,0.5,0,0.02,0.77,0.81,43.02,619.13,3,7.53,1.84,4.22
0bb5c926-bd78-457d-98fd-8d8b186ee748,Test 28,Type 9,Param 1.1,Param 2.2,Param 3.3,2,0.4,0.12,0.39,0.47,0.12,0.58,0.99,1,0,0.94,,,,,,
0bb5c926-bd78-457d-98fd-8d8b186ee748,Test 28,Type 9,Param 1.1,Param 2.2,Param 3.3,3,0.44,0.26,0.42,0.53,0.58,0.62,0.99,0.09,1,1,,,,,,
0bb5c926-bd78-457d-98fd-8d8b186ee748,Test 28,Type 9,Param 1.1,Param 2.2,Param 3.3,4,1,0.49,1,0.96,0.83,0.97,0.98,0.2,0.96,1,,,,,,
0bb5c926-bd78-457d-98fd-8d8b186ee748,Test 28,Type 9,Param 1.1,Param 2.2,Param 3.3,5,0.96,0.88,0.94,0.9,0.83,0.96,0.99,0.16,0.98,0.98,,,,,,
0bb5c926-bd78-457d-98fd-8d8b186ee748,Test 28,Type 9,Param 1.1,Param 2.2,Param 3.3,6,0.94,0.16,0.98,0.75,1,0.85,0.99,0.21,0.88,1,,,,,,
0bb5c926-bd78-457d-98fd-8d8b186ee748,Test 28,Type 9,Param 1.1,Param 2.2,Param 3.3,7,0.91,0,0.92,1,0.95,1,1,0.22,0.78,0,,,,,,
0bb5c926-bd78-457d-98fd-8d8b186ee748,Test 28,Type 9,Param 1.1,Param 2.2,Param 3.3,8,0,0.31,0,0,0.1,0,0.99,0.05,0.81,0.94,,,,,,
0bb5c926-bd78-457d-98fd-8d8b186ee748,Test 28,Type 9,Param 1.1,Param 2.2,Param 3.3,9,0.17,0.92,0.14,0.08,0.05,0.11,0.99,0.07,0.85,0.99,,,,,,
0bb5c926-bd78-457d-98fd-8d8b186ee748,Test 28,Type 9,Param 1.1,Param 2.2,Param 3.3,10,0.39,1,0.38,0.19,0.2,0.27,0.99,0,0.55,1,,,,,,
4465e517-42dc-4924-ba8f-e391815fc704,Test 29,Type 10,Param 1.1,Param 2.2,Param 3.3,1,0.14,0.05,0.13,0.28,0.28,0.34,0.99,0.07,0.74,0.99,62.37,173.48,9.71,9.56,8.22,5.53
4465e517-42dc-4924-ba8f-e391815fc704,Test 29,Type 10,Param 1.1,Param 2.2,Param 3.3,2,0.32,0.01,0.3,0.42,0,0.56,1,0,0,0.14,,,,,,
